chr	start	end	CpG	2-O_S1_R1_001-N	2-O_S1_R1_001-X	2-R_S2_R1_001-N	2-R_S2_R1_001-X	4-LL_S4_R1_001-N	4-LL_S4_R1_001-X	4-L_S3_R1_001-N	4-L_S3_R1_001-X	5-O_S2_R1_001-N	5-O_S2_R1_001-X	5-RR_S8_R1_001-N	5-RR_S8_R1_001-X	5-R_S7_R1_001-N	5-R_S7_R1_001-X	6-LL_S6_R1_001-N	6-LL_S6_R1_001-X	6-L_S5_R1_001-N	6-L_S5_R1_001-X	7-L_S1_R1_001-N	7-L_S1_R1_001-X
chr8	57998313	57998362	5	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	58773479	58773608	10	NA	NA	NA	NA	20	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	59800855	59800973	13	34	11	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA
chr8	59805327	59805413	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA	NA	NA	NA	NA
chr8	59807290	59807461	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	2	NA	NA	NA	NA
chr8	59832383	59832437	7	35	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	59966757	59966889	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	0	NA	NA	21	0
chr8	59990138	59990187	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	1	NA	NA	NA	NA	NA	NA
chr8	59990606	59990744	11	32	11	NA	NA	20	2	NA	NA	NA	NA	NA	NA	NA	NA	22	1	NA	NA	NA	NA
chr8	60130678	60130750	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	19	NA	NA	NA	NA	NA	NA
chr8	61391320	61391523	15	NA	NA	NA	NA	NA	NA	NA	NA	26	8	NA	NA	27	5	29	1	28	9	NA	NA
chr8	63110022	63110259	10	NA	NA	NA	NA	NA	NA	NA	NA	22	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	63111312	63111363	8	NA	NA	NA	NA	28	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	63461945	63462033	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6	21	0	NA	NA
chr8	63721830	63721975	11	NA	NA	NA	NA	NA	NA	33	30	NA	NA	22	19	20	17	NA	NA	NA	NA	NA	NA
chr8	63765672	63765804	6	20	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	63805433	63805455	3	NA	NA	NA	NA	22	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	63994531	63994672	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	32	NA	NA	NA	NA	NA	NA	NA	NA
chr8	64238586	64238684	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA
chr8	65430419	65430716	15	26	9	25	14	NA	NA	NA	NA	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	66683838	66683858	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	15	NA	NA	NA	NA	NA	NA	NA	NA
chr8	67471346	67471599	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	8	NA	NA	NA	NA	NA	NA
chr8	67546776	67546906	6	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA	31	27	NA	NA	NA	NA	NA	NA
chr8	67559453	67559486	5	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	69384670	69384862	17	NA	NA	NA	NA	27	9	NA	NA	33	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	70046979	70047039	10	43	20	NA	NA	20	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0
chr8	70278319	70278359	9	NA	NA	NA	NA	NA	NA	43	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	70799758	70800041	7	NA	NA	22	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	70865069	70865105	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	21	NA	NA
chr8	71080830	71081012	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr8	71404464	71404646	10	20	4	28	2	NA	NA	NA	NA	26	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72108620	72109057	38	68	22	80	21	96	30	30	5	53	13	58	22	63	7	54	16	56	18	56	16
chr8	72332523	72332613	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	19	22	4	45	8	NA	NA	NA	NA
chr8	72332814	72332938	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	13	NA	NA	NA	NA	37	5
chr8	72333143	72333202	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	16	NA	NA	NA	NA
chr8	72356534	72356594	10	NA	NA	NA	NA	NA	NA	30	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72405068	72405172	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	13	NA	NA	NA	NA	NA	NA
chr8	72405489	72405558	10	NA	NA	33	14	24	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72405723	72405765	12	NA	NA	NA	NA	36	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72406054	72406109	12	43	9	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72411874	72411929	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr8	72412881	72413032	16	NA	NA	NA	NA	24	11	NA	NA	26	17	NA	NA	NA	NA	27	2	NA	NA	39	6
chr8	72413156	72413194	9	NA	NA	NA	NA	NA	NA	25	24	NA	NA	NA	NA	NA	NA	35	20	NA	NA	NA	NA
chr8	72425547	72425605	7	NA	NA	NA	NA	25	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72426173	72426256	10	NA	NA	NA	NA	NA	NA	23	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72426827	72426941	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	5	NA	NA
chr8	72459875	72460057	7	20	20	NA	NA	NA	NA	22	17	NA	NA	23	21	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72608107	72608169	10	NA	NA	NA	NA	NA	NA	41	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72612270	72612326	7	NA	NA	NA	NA	22	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72636035	72636072	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	0
chr8	72636749	72636797	8	24	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72676749	72676782	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72735966	72736044	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	13	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72757710	72757946	9	NA	NA	37	5	27	6	21	7	NA	NA	NA	NA	20	3	NA	NA	NA	NA	NA	NA
chr8	72758211	72758357	11	NA	NA	20	2	24	13	NA	NA	NA	NA	NA	NA	28	25	NA	NA	NA	NA	NA	NA
chr8	72853611	72853848	9	NA	NA	NA	NA	20	9	NA	NA	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72854659	72854708	7	NA	NA	NA	NA	21	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72898840	72898951	12	23	8	NA	NA	33	13	28	3	NA	NA	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr8	72900221	72900467	23	32	20	NA	NA	NA	NA	NA	NA	24	6	35	20	33	9	33	10	38	8	NA	NA
chr8	72901006	72901155	12	NA	NA	28	7	31	9	NA	NA	NA	NA	45	18	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72963216	72963373	17	31	18	45	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73000820	73000877	11	NA	NA	NA	NA	NA	NA	NA	NA	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73033130	73033398	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	6	NA	NA	NA	NA	21	9	NA	NA
chr8	73034305	73034424	17	NA	NA	49	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	13	35	20	25	18
chr8	73034651	73034717	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	13	NA	NA	NA	NA	NA	NA
chr8	73062198	73062412	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	4	NA	NA	NA	NA	NA	NA
chr8	73063029	73063177	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr8	73131751	73132073	26	23	5	73	5	36	14	NA	NA	45	7	65	10	41	25	35	13	35	15	NA	NA
chr8	73155588	73155650	7	NA	NA	28	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73174524	73174590	7	NA	NA	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73197372	73197435	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA
chr8	73223202	73223349	13	NA	NA	34	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73240837	73241002	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	19	NA	NA
chr8	73268027	73268365	16	NA	NA	NA	NA	34	19	32	19	21	7	20	17	22	10	NA	NA	20	5	NA	NA
chr8	73278887	73278937	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73290393	73290536	8	27	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73292917	73293021	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	25
chr8	73320729	73320782	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	19	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73329070	73329111	6	NA	NA	NA	NA	25	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73340773	73340829	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA
chr8	73345737	73345909	8	20	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73388814	73388933	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73393566	73393827	9	NA	NA	NA	NA	21	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	25	NA	NA
chr8	73421145	73421209	9	NA	NA	NA	NA	NA	NA	NA	NA	24	6	21	13	23	4	NA	NA	NA	NA	NA	NA
chr8	73421519	73421589	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr8	73796880	73796966	7	NA	NA	NA	NA	23	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73891040	73891228	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	12	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73904948	73905032	9	NA	NA	20	10	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA	NA	NA	NA	NA
chr8	73985693	73985806	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr8	74011721	74011888	12	NA	NA	21	3	NA	NA	NA	NA	NA	NA	21	0	NA	NA	27	10	NA	NA	NA	NA
chr8	74049308	74049409	9	NA	NA	NA	NA	37	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74082420	74082492	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	9	NA	NA	NA	NA
chr8	74082847	74082871	6	24	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74126668	74126714	7	23	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74153484	74153786	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	9	NA	NA	NA	NA	27	3
chr8	74178662	74178787	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	9	NA	NA	NA	NA	NA	NA
chr8	74195494	74195581	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	2
chr8	74210261	74210397	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74212992	74213112	9	NA	NA	NA	NA	23	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74216669	74216856	11	24	9	NA	NA	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74217204	74217331	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11
chr8	74217690	74217924	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	25	NA	NA	22	19	NA	NA
chr8	74219381	74219712	11	31	27	33	20	32	22	NA	NA	32	26	22	16	20	18	20	18	21	16	NA	NA
chr8	74249137	74249263	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74406179	74406242	6	NA	NA	24	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74432338	74432474	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	6
chr8	74743537	74743697	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	13	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74944630	74944793	8	NA	NA	NA	NA	NA	NA	22	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74953447	74953905	16	31	10	32	18	51	35	40	19	29	16	42	32	51	31	36	24	NA	NA	35	21
chr8	74986067	74986124	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	22	NA	NA	NA	NA
chr8	74999087	74999155	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	4	NA	NA	NA	NA	NA	NA
chr8	75015972	75016024	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr8	75016664	75016817	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	0	NA	NA
chr8	75247574	75247635	6	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	77737349	77737409	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	79422702	79422871	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0	NA	NA	27	5
chr8	79425082	79425170	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1	NA	NA	NA	NA
chr8	79568839	79569102	8	20	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	79946682	79946742	4	24	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	79972953	79973057	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	9	NA	NA	NA	NA
chr8	80041462	80041607	12	NA	NA	27	1	NA	NA	NA	NA	NA	NA	36	19	NA	NA	NA	NA	NA	NA	NA	NA
chr8	80073379	80073435	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	7	NA	NA	NA	NA	NA	NA
chr8	80576352	80576370	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr8	80623391	80623485	8	NA	NA	NA	NA	24	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	81032827	81032948	16	37	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	11	31	0	NA	NA
chr8	81344628	81344751	17	NA	NA	45	0	NA	NA	NA	NA	NA	NA	25	2	65	13	NA	NA	25	6	NA	NA
chr8	81818525	81818678	13	27	15	NA	NA	50	24	NA	NA	26	14	NA	NA	NA	NA	26	9	NA	NA	NA	NA
chr8	81922441	81922560	14	NA	NA	NA	NA	NA	NA	NA	NA	34	0	NA	NA	41	0	NA	NA	NA	NA	NA	NA
chr8	82235110	82235150	3	NA	NA	NA	NA	22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	82581943	82582099	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	57	5	NA	NA	NA	NA
chr8	83239901	83239917	9	NA	NA	NA	NA	NA	NA	36	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	83263140	83263213	12	NA	NA	38	12	24	6	NA	NA	26	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	83263344	83263802	35	45	1	50	19	86	20	58	19	29	17	97	44	99	44	78	19	44	14	62	28
chr8	83403226	83403342	10	NA	NA	NA	NA	31	0	NA	NA	NA	NA	20	9	NA	NA	NA	NA	NA	NA	NA	NA
chr8	83538032	83538249	13	NA	NA	NA	NA	NA	NA	26	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	84908515	84908576	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12
chr8	85047992	85048150	13	NA	NA	NA	NA	NA	NA	38	38	NA	NA	27	27	NA	NA	NA	NA	NA	NA	NA	NA
chr8	85388307	85388418	6	NA	NA	23	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	85690024	85690148	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	10	30	14	NA	NA	NA	NA	NA	NA
chr8	86118338	86118454	10	NA	NA	25	14	33	5	22	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	86132313	86132582	16	NA	NA	20	8	NA	NA	NA	NA	28	2	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr8	86146301	86146367	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	9	NA	NA	NA	NA	NA	NA
chr8	86238904	86239245	20	31	7	NA	NA	NA	NA	24	4	NA	NA	NA	NA	24	14	NA	NA	46	9	20	4
chr8	86298634	86298663	4	NA	NA	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	86422562	86422620	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	4
chr8	86478846	86479104	13	NA	NA	20	11	NA	NA	NA	NA	23	8	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr8	86479245	86479291	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	12	NA	NA
chr8	86566288	86566524	17	NA	NA	36	18	28	10	24	8	NA	NA	28	5	NA	NA	NA	NA	52	19	21	9
chr8	86590531	86590635	12	NA	NA	NA	NA	27	3	NA	NA	NA	NA	NA	NA	21	5	NA	NA	23	2	NA	NA
chr8	86590977	86591015	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA
chr8	86628949	86629123	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA	NA	NA
chr8	86671881	86671940	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	1
chr8	86721522	86721675	9	NA	NA	NA	NA	24	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	86761058	86761143	8	NA	NA	21	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	86761446	86761732	11	NA	NA	24	2	NA	NA	NA	NA	NA	NA	25	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	86773425	86773729	24	NA	NA	25	3	55	20	35	16	31	10	NA	NA	28	5	NA	NA	83	24	24	7
chr8	86938091	86938295	12	NA	NA	26	13	28	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	5	NA	NA
chr8	86939156	86939208	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr8	87082950	87083025	10	NA	NA	NA	NA	NA	NA	NA	NA	28	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87091528	87091733	10	26	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87162953	87163050	12	NA	NA	NA	NA	NA	NA	24	0	20	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87171276	87171390	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87184874	87184946	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr8	87186056	87186115	8	NA	NA	NA	NA	24	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87223060	87223102	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	10
chr8	87229464	87229651	12	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	38	6	NA	NA	NA	NA	NA	NA
chr8	87230672	87230750	8	NA	NA	22	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87233532	87233546	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	29
chr8	87267017	87267106	7	29	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	9
chr8	87296021	87296255	18	NA	NA	NA	NA	32	12	68	22	NA	NA	22	5	NA	NA	NA	NA	NA	NA	20	6
chr8	87297857	87297919	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr8	87308618	87308675	7	NA	NA	NA	NA	NA	NA	NA	NA	21	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87323274	87323333	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr8	87359756	87359808	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr8	87369727	87369940	9	NA	NA	27	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87371125	87371277	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	22	NA	NA
chr8	87417354	87417729	16	NA	NA	NA	NA	NA	NA	23	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	13
chr8	87436818	87436941	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	9	NA	NA
chr8	87437207	87437340	13	NA	NA	NA	NA	NA	NA	43	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87460375	87460604	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	5	NA	NA	NA	NA
chr8	87468333	87468466	7	20	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87489634	87490030	25	47	19	55	13	73	22	37	13	24	8	63	20	37	15	24	12	65	27	40	16
chr8	87513832	87513931	8	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87550745	87550853	15	28	18	NA	NA	NA	NA	NA	NA	21	2	NA	NA	34	12	NA	NA	21	3	NA	NA
chr8	87551109	87551173	10	NA	NA	NA	NA	NA	NA	NA	NA	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87584197	87584407	25	20	6	26	2	45	11	28	5	NA	NA	27	8	52	16	24	9	NA	NA	NA	NA
chr8	87595619	87595681	9	NA	NA	NA	NA	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87595975	87596017	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr8	87596395	87596525	7	NA	NA	23	7	NA	NA	NA	NA	26	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	87604231	87604388	13	NA	NA	35	2	NA	NA	NA	NA	NA	NA	27	6	NA	NA	24	8	NA	NA	NA	NA
chr8	88050545	88050657	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	37	NA	NA
chr8	89109567	89109874	9	NA	NA	NA	NA	NA	NA	26	4	NA	NA	NA	NA	NA	NA	23	8	NA	NA	NA	NA
chr8	89147989	89148035	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	5
chr8	89252588	89252638	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr8	89269349	89269423	12	NA	NA	NA	NA	24	0	NA	NA	27	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
