chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr7	116815462	116815508	6	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr7	117265291	117265336	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr7	118226741	118226767	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr7	119369280	119369333	6	23	6	NA	NA	NA	NA	NA	NA	NA	NA
chr7	119571534	119571593	7	NA	NA	NA	NA	NA	NA	26	12	NA	NA
chr7	123175722	123175765	6	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr7	125387476	125387491	5	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr7	125634725	125634859	11	NA	NA	24	17	NA	NA	NA	NA	NA	NA
chr7	127974729	127974838	10	NA	NA	36	5	NA	NA	NA	NA	NA	NA
chr7	127986802	127986940	8	NA	NA	NA	NA	NA	NA	20	17	NA	NA
chr7	127987141	127987250	6	NA	NA	NA	NA	NA	NA	NA	NA	20	2
chr7	133319644	133319887	10	29	29	22	22	NA	NA	30	27	29	29
chr7	133615266	133615321	6	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr7	133619035	133619138	5	NA	NA	NA	NA	NA	NA	NA	NA	24	12
chr7	133839226	133839279	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr7	133839721	133839793	7	23	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	133935983	133936028	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr7	134072175	134072210	6	NA	NA	NA	NA	NA	NA	27	0	NA	NA
chr7	134404181	134404245	8	NA	NA	NA	NA	NA	NA	NA	NA	24	3
chr7	134536866	134536930	6	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr7	134549878	134550020	9	NA	NA	NA	NA	NA	NA	33	24	NA	NA
chr7	135047651	135047871	9	NA	NA	NA	NA	NA	NA	24	11	NA	NA
chr7	137409223	137409289	7	NA	NA	NA	NA	34	12	NA	NA	NA	NA
chr7	137690666	137690739	10	NA	NA	NA	NA	30	8	NA	NA	NA	NA
chr7	138514696	138514726	6	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr7	139508769	139508844	13	45	19	61	34	NA	NA	NA	NA	NA	NA
chr7	139802321	139802369	10	NA	NA	NA	NA	NA	NA	NA	NA	30	16
chr7	141862440	141862506	8	NA	NA	NA	NA	NA	NA	32	0	NA	NA
chr7	144670084	144670121	8	24	16	NA	NA	NA	NA	NA	NA	NA	NA
chr7	147136865	147136903	4	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	148317033	148317134	8	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr7	148364372	148364404	4	NA	NA	NA	NA	NA	NA	NA	NA	26	26
chr7	148401593	148401644	6	NA	NA	NA	NA	23	11	NA	NA	NA	NA
chr7	148633864	148634001	9	NA	NA	28	3	NA	NA	NA	NA	NA	NA
chr7	148651214	148651287	6	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr7	149246512	149246548	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr7	149844950	149845014	7	NA	NA	NA	NA	NA	NA	37	0	NA	NA
chr7	150153357	150153411	10	NA	NA	NA	NA	30	18	NA	NA	NA	NA
chr7	150687569	150687717	12	24	2	NA	NA	NA	NA	20	9	22	12
chr7	152125281	152125315	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr8	3279527	3279648	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr8	3467660	3467754	8	NA	NA	32	10	NA	NA	NA	NA	NA	NA
chr8	3515502	3515645	7	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr8	3621448	3621495	6	NA	NA	23	2	NA	NA	NA	NA	NA	NA
chr8	4249528	4249580	6	NA	NA	NA	NA	26	22	NA	NA	NA	NA
chr8	4258527	4258597	14	NA	NA	NA	NA	32	16	48	11	NA	NA
chr8	8429456	8429480	5	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr8	9976192	9976240	6	NA	NA	NA	NA	22	8	NA	NA	NA	NA
chr8	10472166	10472188	10	NA	NA	50	50	NA	NA	NA	NA	NA	NA
chr8	10831061	10831091	5	NA	NA	NA	NA	NA	NA	25	25	NA	NA
chr8	11007485	11007545	8	26	5	26	11	NA	NA	NA	NA	NA	NA
chr8	11009015	11009079	10	NA	NA	NA	NA	NA	NA	NA	NA	33	0
chr8	11476853	11476991	6	NA	NA	20	4	NA	NA	NA	NA	NA	NA
chr8	11478440	11478616	16	22	15	31	5	21	8	20	4	21	2
chr8	11557237	11557303	7	NA	NA	29	0	NA	NA	NA	NA	NA	NA
chr8	11558550	11558744	12	NA	NA	27	7	NA	NA	NA	NA	NA	NA
chr8	11561741	11561968	11	36	35	NA	NA	NA	NA	24	24	NA	NA
chr8	12386368	12386480	9	NA	NA	NA	NA	NA	NA	NA	NA	22	11
chr8	12396090	12396151	5	NA	NA	23	19	NA	NA	NA	NA	NA	NA
chr8	12579376	12579493	5	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr8	12672466	12672522	5	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr8	13104593	13104765	14	NA	NA	35	5	28	10	NA	NA	28	6
chr8	13104982	13105018	10	NA	NA	NA	NA	39	0	NA	NA	NA	NA
chr8	13757971	13758182	10	NA	NA	21	0	NA	NA	21	2	NA	NA
chr8	13785634	13785691	12	NA	NA	NA	NA	NA	NA	46	3	NA	NA
chr8	13786103	13786221	9	NA	NA	23	6	NA	NA	NA	NA	NA	NA
chr8	13971683	13971871	8	NA	NA	21	19	NA	NA	NA	NA	NA	NA
chr8	13975067	13975121	8	NA	NA	24	9	NA	NA	NA	NA	NA	NA
chr8	14096090	14096268	12	NA	NA	21	8	NA	NA	NA	NA	NA	NA
chr8	15519869	15519994	11	29	13	71	59	67	48	43	24	161	111
chr8	18899301	18899336	3	NA	NA	NA	NA	NA	NA	21	6	NA	NA
chr8	18950725	18950777	8	NA	NA	48	37	NA	NA	NA	NA	NA	NA
chr8	19682575	19682634	3	NA	NA	NA	NA	22	11	NA	NA	NA	NA
chr8	19684253	19684383	6	NA	NA	NA	NA	21	15	23	20	21	14
chr8	19703057	19703315	6	20	6	NA	NA	22	5	27	8	NA	NA
chr8	19703470	19703550	4	24	14	NA	NA	NA	NA	NA	NA	NA	NA
chr8	19707025	19707094	3	NA	NA	NA	NA	22	14	NA	NA	NA	NA
chr8	19709683	19709697	3	46	45	42	37	44	39	39	37	45	41
chr8	19711357	19711378	3	NA	NA	NA	NA	NA	NA	NA	NA	26	20
chr8	19711605	19711719	4	23	18	27	23	NA	NA	NA	NA	21	14
chr8	19759546	19759582	3	141	99	145	99	149	102	143	99	159	110
chr8	19761727	19761864	5	25	17	22	15	NA	NA	29	17	NA	NA
chr8	19784424	19784831	26	106	53	120	66	163	54	154	60	201	79
chr8	19784855	19785240	44	144	69	260	147	277	174	209	122	221	102
chr8	19855376	19855594	6	33	32	34	31	46	44	42	40	45	44
chr8	19869566	19869668	4	NA	NA	NA	NA	NA	NA	35	18	NA	NA
chr8	19876948	19877082	11	37	21	82	62	114	63	96	62	106	56
chr8	19892457	19892865	40	168	120	157	98	180	94	239	136	183	113
chr8	19892872	19893283	31	84	52	112	63	127	66	76	43	145	70
chr8	19898474	19898551	5	NA	NA	26	22	41	36	24	21	38	32
chr8	19922485	19922543	3	24	19	32	26	21	19	21	18	30	26
chr8	19929490	19929573	4	26	15	30	20	34	30	27	23	22	21
chr8	19935861	19935924	3	NA	NA	NA	NA	37	2	NA	NA	23	2
chr8	19963989	19964124	5	25	14	35	25	33	23	23	17	34	25
chr8	19970431	19970507	3	NA	NA	34	33	29	27	20	18	31	27
chr8	19973872	19974242	10	49	40	65	51	45	43	50	41	49	41
chr8	19976603	19976644	3	NA	NA	26	17	NA	NA	24	23	22	21
chr8	19976985	19977105	3	32	24	62	48	45	39	41	37	34	27
chr8	19982368	19982798	11	66	58	88	78	78	68	93	81	74	67
chr8	19982912	19982939	3	NA	NA	20	14	31	19	27	14	34	23
chr8	19984373	19984434	4	NA	NA	NA	NA	NA	NA	23	10	NA	NA
chr8	19985005	19985209	4	NA	NA	NA	NA	28	15	NA	NA	NA	NA
chr8	19985665	19985846	4	NA	NA	25	15	26	13	NA	NA	NA	NA
chr8	20004198	20004336	6	NA	NA	NA	NA	40	36	33	25	20	18
chr8	20013011	20013130	7	NA	NA	NA	NA	NA	NA	NA	NA	22	7
chr8	20019790	20019935	19	161	92	169	73	210	128	187	122	235	134
chr8	20020080	20020307	24	91	52	82	30	68	42	119	68	94	32
chr8	20020339	20020596	16	76	41	140	77	197	67	149	78	148	57
chr8	23276621	23276674	10	29	4	NA	NA	43	23	24	12	NA	NA
chr8	23916072	23916117	8	24	7	NA	NA	NA	NA	NA	NA	NA	NA
chr8	23969369	23969398	5	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr8	24706913	24706956	6	NA	NA	NA	NA	24	11	NA	NA	NA	NA
chr8	25507734	25507908	9	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr8	25665301	25665328	3	NA	NA	NA	NA	21	10	NA	NA	NA	NA
chr8	26212651	26212701	3	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr8	26350865	26350889	7	NA	NA	NA	NA	NA	NA	35	30	NA	NA
chr8	26366755	26366809	7	NA	NA	NA	NA	26	20	NA	NA	NA	NA
chr8	26625654	26625707	6	NA	NA	NA	NA	22	20	NA	NA	NA	NA
chr8	27086844	27086916	13	NA	NA	NA	NA	48	4	NA	NA	NA	NA
chr8	27096809	27096939	10	NA	NA	NA	NA	NA	NA	NA	NA	31	31
chr8	27294818	27294868	4	NA	NA	NA	NA	NA	NA	NA	NA	20	3
chr8	27383973	27384104	8	NA	NA	25	16	NA	NA	NA	NA	34	25
chr8	28232179	28232344	16	40	40	35	33	NA	NA	NA	NA	NA	NA
chr8	28371035	28371122	13	NA	NA	NA	NA	32	0	NA	NA	NA	NA
chr8	32260690	32260800	9	NA	NA	NA	NA	NA	NA	NA	NA	33	1
chr8	32279244	32279311	10	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr8	33963937	33964013	7	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr8	34496778	34496846	6	NA	NA	NA	NA	26	9	NA	NA	NA	NA
chr8	34752150	34752298	12	NA	NA	35	0	NA	NA	NA	NA	NA	NA
chr8	34910084	34910236	7	NA	NA	22	9	NA	NA	NA	NA	NA	NA
chr8	34916780	34916858	6	NA	NA	22	20	NA	NA	NA	NA	NA	NA
chr8	34944864	34944919	6	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr8	35015168	35015197	4	NA	NA	22	22	NA	NA	NA	NA	NA	NA
chr8	35160301	35160344	6	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr8	35217559	35217613	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr8	38617205	38617297	7	NA	NA	NA	NA	28	28	NA	NA	NA	NA
chr8	41102281	41102318	4	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr8	41509537	41509678	6	NA	NA	22	6	NA	NA	NA	NA	NA	NA
chr8	41596208	41596349	9	NA	NA	25	8	NA	NA	NA	NA	NA	NA
chr8	41984336	41984453	8	NA	NA	NA	NA	NA	NA	20	18	NA	NA
chr8	42502507	42502542	7	NA	NA	NA	NA	NA	NA	NA	NA	23	3
chr8	46022468	46022546	5	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr8	46023119	46023170	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr8	46108885	46108966	9	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr8	47022400	47022449	5	NA	NA	26	15	NA	NA	NA	NA	NA	NA
chr8	47236933	47237036	10	NA	NA	29	5	NA	NA	NA	NA	NA	NA
chr8	47248800	47248902	12	NA	NA	NA	NA	NA	NA	NA	NA	36	9
chr8	47249394	47249437	6	NA	NA	NA	NA	NA	NA	21	19	NA	NA
chr8	47702633	47702678	6	NA	NA	20	3	NA	NA	NA	NA	NA	NA
chr8	47772940	47772952	7	NA	NA	28	27	NA	NA	NA	NA	NA	NA
chr8	48374381	48374455	18	NA	NA	NA	NA	29	20	NA	NA	57	21
chr8	49080388	49080435	6	NA	NA	23	22	NA	NA	NA	NA	NA	NA
chr8	49182770	49182834	6	24	18	NA	NA	NA	NA	NA	NA	NA	NA
chr8	49310248	49310338	6	NA	NA	NA	NA	21	13	NA	NA	NA	NA
chr8	49475081	49475089	5	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr8	49641174	49641239	7	NA	NA	29	20	NA	NA	NA	NA	22	8
chr8	50691905	50691973	6	28	25	NA	NA	NA	NA	NA	NA	NA	NA
chr8	56198145	56198254	7	28	18	NA	NA	28	22	NA	NA	47	37
chr8	56198940	56199020	6	NA	NA	30	25	47	28	31	23	43	36
chr8	56201839	56201962	5	48	29	67	42	49	29	45	20	45	15
chr8	56205084	56205143	3	28	25	NA	NA	NA	NA	NA	NA	NA	NA
chr8	56205581	56205628	4	67	56	94	82	81	60	80	60	54	45
chr8	56206018	56206093	3	32	25	42	34	40	32	30	25	31	29
chr8	57987462	57987554	4	20	9	27	14	NA	NA	34	23	23	13
chr8	57997580	57997651	4	49	37	46	38	45	41	25	22	46	36
chr8	57998313	57998352	4	NA	NA	NA	NA	NA	NA	NA	NA	25	23
chr8	57998705	57998928	6	NA	NA	NA	NA	21	17	NA	NA	NA	NA
chr8	59800964	59801019	9	NA	NA	27	8	NA	NA	NA	NA	NA	NA
chr8	59820113	59820175	7	NA	NA	NA	NA	NA	NA	NA	NA	29	24
chr8	59990656	59990771	9	NA	NA	20	8	NA	NA	NA	NA	NA	NA
chr8	59991321	59991366	7	NA	NA	NA	NA	NA	NA	31	0	NA	NA
chr8	60131895	60131961	7	NA	NA	NA	NA	NA	NA	NA	NA	21	3
chr8	63721830	63721975	15	NA	NA	NA	NA	47	43	21	21	NA	NA
chr8	71080888	71081012	6	NA	NA	20	17	NA	NA	NA	NA	NA	NA
chr8	71612696	71612754	10	NA	NA	35	11	NA	NA	NA	NA	NA	NA
chr8	72108548	72108709	18	35	28	35	33	NA	NA	24	23	57	45
chr8	72108827	72109041	24	27	17	53	45	28	23	47	27	56	42
chr8	72273716	72273817	12	NA	NA	25	3	NA	NA	NA	NA	23	8
chr8	72332523	72332582	9	30	4	NA	NA	NA	NA	NA	NA	NA	NA
chr8	72356419	72356468	6	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr8	72412975	72413032	9	NA	NA	NA	NA	27	24	NA	NA	NA	NA
chr8	72426563	72426671	11	NA	NA	NA	NA	NA	NA	NA	NA	30	8
chr8	72644674	72644734	8	NA	NA	NA	NA	NA	NA	35	14	NA	NA
chr8	72757710	72757927	11	NA	NA	NA	NA	24	4	20	4	35	4
chr8	72826392	72826446	7	NA	NA	NA	NA	NA	NA	NA	NA	21	2
chr8	72855056	72855117	8	NA	NA	NA	NA	26	26	NA	NA	NA	NA
chr8	73000657	73000709	9	NA	NA	27	5	NA	NA	NA	NA	NA	NA
chr8	73029761	73029892	11	NA	NA	NA	NA	NA	NA	21	8	NA	NA
chr8	73033378	73033528	7	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr8	73034272	73034335	8	NA	NA	NA	NA	34	5	NA	NA	NA	NA
chr8	73046900	73046956	8	NA	NA	NA	NA	39	0	NA	NA	NA	NA
chr8	73062953	73063041	10	NA	NA	NA	NA	NA	NA	NA	NA	30	6
chr8	73122373	73122413	6	NA	NA	NA	NA	NA	NA	NA	NA	20	18
chr8	73131215	73131337	6	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr8	73135059	73135095	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr8	73153967	73154024	7	NA	NA	NA	NA	23	1	NA	NA	NA	NA
chr8	73155588	73155650	7	28	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	73268027	73268113	7	NA	NA	NA	NA	NA	NA	22	18	NA	NA
chr8	73292359	73292431	7	NA	NA	NA	NA	NA	NA	NA	NA	22	20
chr8	73316332	73316383	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr8	73328712	73328750	4	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr8	73905069	73905091	7	NA	NA	NA	NA	NA	NA	21	4	NA	NA
chr8	73920985	73921043	6	NA	NA	NA	NA	24	5	NA	NA	NA	NA
chr8	74031850	74031890	7	21	12	NA	NA	NA	NA	NA	NA	NA	NA
chr8	74066892	74066940	9	NA	NA	NA	NA	31	5	NA	NA	NA	NA
chr8	74126668	74126841	17	26	17	NA	NA	26	12	22	9	21	18
chr8	74153512	74153680	12	NA	NA	NA	NA	NA	NA	29	14	23	3
chr8	74195438	74195531	10	NA	NA	20	0	NA	NA	NA	NA	35	9
chr8	74203257	74203305	4	NA	NA	22	22	NA	NA	NA	NA	NA	NA
chr8	74216588	74216669	8	20	18	NA	NA	NA	NA	31	12	NA	NA
chr8	74217731	74217793	5	NA	NA	NA	NA	29	26	NA	NA	NA	NA
chr8	74219469	74219754	11	39	24	28	16	20	12	41	22	NA	NA
chr8	74352344	74352412	4	NA	NA	24	11	21	11	NA	NA	NA	NA
chr8	74559061	74559393	17	36	30	41	41	49	48	47	45	37	36
chr8	74685307	74685402	7	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr8	74743503	74743620	8	NA	NA	30	6	NA	NA	NA	NA	NA	NA
chr8	74843026	74843232	14	NA	NA	NA	NA	23	13	NA	NA	32	0
chr8	74953447	74953905	16	21	13	52	22	46	25	36	24	43	30
chr8	74998848	74998948	13	NA	NA	NA	NA	51	5	NA	NA	NA	NA
chr8	75274018	75274080	7	21	18	NA	NA	NA	NA	NA	NA	NA	NA
chr8	79422843	79422871	7	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr8	80073235	80073285	8	24	5	NA	NA	NA	NA	NA	NA	NA	NA
chr8	80737171	80737222	5	NA	NA	NA	NA	NA	NA	22	8	NA	NA
chr8	81032916	81032948	7	NA	NA	NA	NA	21	7	NA	NA	NA	NA
chr8	81344634	81344798	19	NA	NA	NA	NA	45	1	NA	NA	NA	NA
chr8	81602659	81602710	4	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr8	81818550	81818601	7	NA	NA	NA	NA	25	11	NA	NA	NA	NA
chr8	81880336	81880361	4	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr8	83262502	83262629	10	NA	NA	NA	NA	NA	NA	32	3	NA	NA
chr8	83262990	83263062	13	NA	NA	39	23	NA	NA	NA	NA	NA	NA
chr8	83263181	83263436	21	54	24	57	11	40	12	NA	NA	73	15
chr8	83263582	83263807	17	NA	NA	NA	NA	30	12	NA	NA	29	5
chr8	85047992	85048150	13	31	31	NA	NA	NA	NA	NA	NA	51	49
chr8	86239012	86239162	8	NA	NA	NA	NA	NA	NA	NA	NA	22	3
chr8	86239391	86239509	9	NA	NA	NA	NA	NA	NA	NA	NA	23	2
chr8	86421365	86421427	5	NA	NA	NA	NA	NA	NA	NA	NA	22	20
chr8	86423054	86423215	7	NA	NA	25	0	NA	NA	NA	NA	NA	NA
chr8	86479264	86479379	8	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr8	86479675	86479741	6	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr8	86566288	86566374	9	NA	NA	20	13	22	13	22	10	NA	NA
chr8	86773448	86773679	14	NA	NA	31	5	NA	NA	NA	NA	28	6
chr8	86938091	86938269	15	NA	NA	57	39	20	19	NA	NA	NA	NA
chr8	87083025	87083090	10	NA	NA	NA	NA	NA	NA	NA	NA	30	26
chr8	87186830	87187013	8	NA	NA	NA	NA	29	6	NA	NA	NA	NA
chr8	87230651	87230750	10	NA	NA	NA	NA	25	25	NA	NA	NA	NA
chr8	87232334	87232383	5	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr8	87261487	87261620	7	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr8	87364152	87364220	7	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr8	87417388	87417508	9	NA	NA	NA	NA	30	8	NA	NA	NA	NA
chr8	87489726	87489853	13	NA	NA	NA	NA	31	11	39	8	49	10
chr8	87502063	87502295	12	NA	NA	NA	NA	NA	NA	NA	NA	25	7
chr8	87548886	87549023	8	NA	NA	20	3	NA	NA	NA	NA	NA	NA
chr8	87550724	87550834	14	NA	NA	NA	NA	NA	NA	37	4	42	17
chr8	87608559	87608707	6	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr8	87902616	87902644	7	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr8	89109567	89109635	6	NA	NA	NA	NA	24	6	NA	NA	NA	NA
chr8	89281378	89281451	7	NA	NA	NA	NA	NA	NA	24	22	NA	NA
chr8	89408508	89408600	14	NA	NA	28	8	57	13	NA	NA	NA	NA
chr8	89610920	89610956	9	27	18	NA	NA	NA	NA	NA	NA	NA	NA
chr8	90304732	90304870	10	NA	NA	NA	NA	26	25	NA	NA	NA	NA
chr8	90483705	90483767	7	NA	NA	22	15	NA	NA	NA	NA	NA	NA
chr8	90661842	90661935	9	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	90886093	90886142	10	30	19	NA	NA	NA	NA	NA	NA	NA	NA
chr8	91565084	91565131	8	NA	NA	NA	NA	NA	NA	NA	NA	28	0
chr8	91565648	91565829	15	NA	NA	NA	NA	31	8	53	13	20	6
chr8	94324727	94324777	7	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr8	94882856	94882914	7	NA	NA	NA	NA	NA	NA	25	16	NA	NA
chr8	95522853	95522936	5	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr8	96535546	96535704	11	38	6	NA	NA	NA	NA	NA	NA	NA	NA
chr8	96702976	96703049	9	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr8	97126020	97126058	5	25	0	23	4	NA	NA	NA	NA	NA	NA
chr8	97264212	97264243	5	20	16	NA	NA	NA	NA	NA	NA	NA	NA
chr8	97295999	97296124	10	NA	NA	NA	NA	NA	NA	33	10	NA	NA
chr8	97361589	97361680	5	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr8	97381431	97381611	19	26	17	51	26	25	9	NA	NA	33	8
chr8	97547691	97547707	5	NA	NA	NA	NA	NA	NA	NA	NA	25	25
chr8	97666182	97666279	11	NA	NA	23	2	23	8	NA	NA	30	0
chr8	98411539	98411907	15	NA	NA	27	6	NA	NA	37	8	NA	NA
chr8	105308803	105308870	9	NA	NA	NA	NA	NA	NA	27	2	NA	NA
chr8	106592823	106592940	5	NA	NA	NA	NA	26	17	NA	NA	NA	NA
chr8	106615727	106615865	6	NA	NA	20	15	NA	NA	NA	NA	NA	NA
chr8	106833310	106833519	11	NA	NA	22	11	NA	NA	22	11	22	14
chr8	106864887	106864947	6	NA	NA	NA	NA	NA	NA	20	2	NA	NA
chr8	107058065	107058126	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr8	107165423	107165504	11	NA	NA	23	13	NA	NA	NA	NA	53	22
chr8	107736138	107736215	5	NA	NA	NA	NA	NA	NA	30	28	NA	NA
chr8	107807101	107807154	7	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr8	107937529	107937639	12	NA	NA	NA	NA	NA	NA	27	14	NA	NA
chr8	108090544	108090604	6	NA	NA	28	18	NA	NA	NA	NA	NA	NA
chr8	108110077	108110208	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr8	108350707	108350864	8	NA	NA	38	14	NA	NA	NA	NA	NA	NA
chr8	108351358	108351427	6	NA	NA	NA	NA	NA	NA	NA	NA	25	11
chr8	108375797	108375922	13	NA	NA	41	1	NA	NA	NA	NA	NA	NA
chr8	108380089	108380158	6	NA	NA	23	13	NA	NA	NA	NA	NA	NA
chr8	108583131	108583222	6	NA	NA	NA	NA	NA	NA	NA	NA	21	2
chr8	108660671	108660746	12	NA	NA	41	27	NA	NA	NA	NA	NA	NA
chr8	108686857	108686962	9	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr8	109127540	109127586	7	NA	NA	NA	NA	NA	NA	36	31	NA	NA
chr8	109456627	109456787	8	NA	NA	NA	NA	NA	NA	21	14	NA	NA
chr8	109491999	109492035	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr8	109572469	109572535	10	NA	NA	NA	NA	NA	NA	NA	NA	30	21
chr8	109581029	109581063	6	NA	NA	NA	NA	28	6	NA	NA	NA	NA
chr8	109620000	109620114	9	NA	NA	NA	NA	NA	NA	23	10	NA	NA
chr8	109674622	109674811	16	NA	NA	NA	NA	31	3	NA	NA	35	7
chr8	109948815	109948973	10	NA	NA	NA	NA	NA	NA	28	12	NA	NA
chr8	110112308	110112394	9	NA	NA	NA	NA	NA	NA	NA	NA	34	5
chr8	110322051	110322073	7	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr8	111061011	111061037	6	NA	NA	NA	NA	NA	NA	36	36	NA	NA
chr8	111474766	111474849	9	NA	NA	35	34	NA	NA	NA	NA	NA	NA
chr8	111773757	111773836	6	NA	NA	31	29	NA	NA	NA	NA	NA	NA
chr8	111938160	111938190	7	NA	NA	NA	NA	28	10	NA	NA	NA	NA
chr8	112089316	112089355	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr8	113474084	113474215	5	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr8	113481492	113481567	7	NA	NA	NA	NA	24	23	NA	NA	NA	NA
chr8	113782317	113782462	10	NA	NA	NA	NA	35	16	NA	NA	NA	NA
chr8	113783422	113783453	4	NA	NA	NA	NA	NA	NA	24	0	25	0
chr8	114256293	114256343	5	NA	NA	NA	NA	NA	NA	NA	NA	38	0
chr8	114400325	114400388	8	NA	NA	30	7	NA	NA	NA	NA	NA	NA
chr8	114465103	114465176	7	NA	NA	22	11	NA	NA	NA	NA	NA	NA
chr8	114516205	114516259	5	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr8	114520146	114520182	7	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr8	114534962	114535258	10	NA	NA	NA	NA	NA	NA	NA	NA	22	5
chr8	116106787	116107004	7	NA	NA	NA	NA	28	19	NA	NA	NA	NA
chr8	116159142	116159256	10	NA	NA	NA	NA	NA	NA	NA	NA	32	6
chr8	119256233	119256275	9	NA	NA	37	26	NA	NA	20	14	NA	NA
chr8	119517105	119517362	18	NA	NA	NA	NA	21	11	36	4	25	0
chr8	119517487	119517545	7	NA	NA	NA	NA	NA	NA	NA	NA	23	4
chr8	119639669	119639710	6	NA	NA	26	18	NA	NA	NA	NA	NA	NA
chr8	119682655	119682751	6	NA	NA	NA	NA	NA	NA	NA	NA	20	6
chr8	120808144	120808210	5	NA	NA	NA	NA	NA	NA	NA	NA	31	5
chr8	121225276	121225531	9	NA	NA	22	18	NA	NA	NA	NA	NA	NA
chr8	122099183	122099222	8	24	7	NA	NA	NA	NA	NA	NA	NA	NA
chr8	122279445	122279503	5	NA	NA	NA	NA	NA	NA	22	5	NA	NA
chr8	122353409	122353580	10	NA	NA	20	20	NA	NA	NA	NA	29	29
chr8	122434878	122434923	12	45	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	122812143	122812202	7	NA	NA	NA	NA	NA	NA	NA	NA	21	18
chr8	122916029	122916102	8	NA	NA	NA	NA	28	27	NA	NA	NA	NA
chr8	123043119	123043131	7	NA	NA	28	24	NA	NA	NA	NA	NA	NA
chr8	123059671	123059707	7	NA	NA	NA	NA	NA	NA	NA	NA	27	0
chr8	123607321	123607371	5	NA	NA	20	10	NA	NA	NA	NA	NA	NA
chr8	123640824	123640901	5	20	19	NA	NA	NA	NA	NA	NA	NA	NA
